Unnamed: 0,Strassenklasse,Unfalldatum,Alter,Unfallklasse,Unfallschwere,Lichtverhältnisse,Verletzte Personen,Anzahl Fahrzeuge,Bodenbeschaffenheit,Geschlecht,Zeit (24h),Fahrzeugtyp,Wetterlage,Monat
986,Bundesstrasse,2018-11-24 00:00:00,61,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,1910,Auto,Gut,11
987,nicht klassifiziert,2012-05-11 00:00:00,29,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,nass / feucht,weiblich,1918,Auto,Regen,5
988,nicht klassifiziert,2018-12-23 00:00:00,50,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1030,Auto,Gut,12
989,Bundesstrasse,2010-05-17 00:00:00,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1710,LKW ab 7.5t,Gut,5
990,Bundesstrasse,2018-09-21 00:00:00,53,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,620,Mottorrad (125cc),Gut,9
991,nicht klassifiziert,2018-07-03 00:00:00,85,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,1,trocken,weiblich,1040,Bus,Gut,7
992,nicht klassifiziert,2010-03-04 00:00:00,30,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,weiblich,2300,Taxi,Gut,3
993,Autobahn,2018-01-13 00:00:00,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,männlich,1645,Auto,Gut,1
994,Bundesstrasse,2018-09-15 00:00:00,52,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,nass / feucht,weiblich,1330,Mottorrad (500cc),Gut,9
995,Bundesstrasse,2018-05-24 00:00:00,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1510,Mottorrad (500cc),Regen,5
996,Autobahn,2018-06-30 00:00:00,37,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,637,Auto,Gut,6
997,Landesstrasse,2012-05-14 00:00:00,9,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,nass / feucht,weiblich,725,Auto,Gut,5
998,nicht klassifiziert,2018-08-09 00:00:00,49,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1710,Fahrrad,Gut,8
999,Bundesstrasse,2011-03-10 00:00:00,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1320,Auto,Gut,3
1000,nicht klassifiziert,2018-06-06 00:00:00,15,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1550,Fahrrad,Gut,6
1001,Bundesstrasse,2011-05-06 00:00:00,66,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1940,Mottorrad (500cc),Gut,5
1002,Bundesstrasse,2018-08-12 00:00:00,37,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1300,Fahrrad,Gut,8
1003,nicht klassifiziert,2018-02-25 00:00:00,20,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1700,Fahrrad,Gut,2
1004,nicht klassifiziert,2009-10-26 00:00:00,28,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1830,Fahrrad,Gut,10
1005,nicht klassifiziert,2018-02-14 00:00:00,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1015,Auto,Gut,2
1006,nicht klassifiziert,2018-11-11 00:00:00,52,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,825,Fahrrad,Gut,11
1007,nicht klassifiziert,2018-09-22 00:00:00,43,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1135,Bus,Gut,9
1008,nicht klassifiziert,2018-07-17 00:00:00,81,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1112,Unbekannt,Gut,7
1009,Autobahn,2018-09-16 00:00:00,30,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,3,trocken,männlich,1320,Auto,Gut,9
1010,nicht klassifiziert,2018-11-03 00:00:00,24,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,weiblich,2100,Taxi,Gut,11
1011,Bundesstrasse,2009-12-03 00:00:00,22,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,1,nass / feucht,männlich,150,Auto,Regen,12
1012,Bundesstrasse,2018-09-24 00:00:00,31,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,730,Auto,Gut,9
1013,Bundesstrasse,2018-08-24 00:00:00,30,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,2045,Auto,Gut,8
1014,nicht klassifiziert,2018-08-05 00:00:00,29,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1928,Bus,Gut,8
1015,Bundesstrasse,2018-10-10 00:00:00,27,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1710,Auto,Gut,10
1016,Bundesstrasse,2012-05-07 00:00:00,31,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,4,2,trocken,männlich,325,Auto,Gut,5
1017,Bundesstrasse,2011-10-17 00:00:00,50,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1430,Andere,Gut,10
1018,nicht klassifiziert,2018-04-18 00:00:00,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1600,Auto,Gut,4
1019,Bundesstrasse,2018-04-08 00:00:00,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,7,2,trocken,weiblich,1200,Auto,Gut,4
1020,nicht klassifiziert,2018-09-30 00:00:00,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1555,Auto,Gut,9
1021,Bundesstrasse,2018-07-28 00:00:00,25,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,1930,Auto,Gut,7
1022,nicht klassifiziert,2018-09-02 00:00:00,15,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,trocken,männlich,207,Auto,Gut (starker Wind),9
1023,nicht klassifiziert,2018-02-09 00:00:00,24,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,710,Auto,Gut,2
1024,Bundesstrasse,2018-04-21 00:00:00,25,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,2310,Auto,Gut,4
1025,nicht klassifiziert,2009-05-25 00:00:00,37,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,weiblich,15,Taxi,Gut,5
1026,nicht klassifiziert,2011-03-10 00:00:00,24,Fahrer,3,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,trocken,männlich,608,Mottorrad (125cc),Gut (starker Wind),3
1027,nicht klassifiziert,2018-06-22 00:00:00,48,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1120,Fahrrad,Gut,6
1028,Bundesstrasse,2018-01-31 00:00:00,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1245,Auto,Gut,1
1029,Bundesstrasse,2018-02-27 00:00:00,39,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,1728,Mottorrad (125cc),Gut,2
1030,nicht klassifiziert,2018-09-07 00:00:00,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1550,Auto,Gut,9
1031,Landesstrasse,2012-10-16 00:00:00,27,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1515,Fahrrad,Gut,10
1032,nicht klassifiziert,2018-09-04 00:00:00,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1510,Auto,Gut,9
1033,Bundesstrasse,2018-11-28 00:00:00,23,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1550,Taxi,Regen (starker Wind),11
1034,nicht klassifiziert,2009-12-01 00:00:00,8,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,945,Kleinbus,Gut,12
1035,Bundesstrasse,2009-05-25 00:00:00,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1310,Auto,Gut,5
1036,Bundesstrasse,2018-08-04 00:00:00,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1145,Auto,Gut,8
1037,nicht klassifiziert,2018-08-27 00:00:00,39,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,2010,Auto,Regen,8
1038,nicht klassifiziert,2018-06-21 00:00:00,38,Fahrer,2,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1950,Fahrrad,Gut,6
1039,nicht klassifiziert,2018-01-06 00:00:00,4,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,Frost/ Ice,männlich,1600,Auto,Gut,1
1040,nicht klassifiziert,2018-06-28 00:00:00,36,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,1945,Auto,Gut,6
1041,Bundesstrasse,2012-03-20 00:00:00,22,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,6,3,nass / feucht,männlich,800,Transporter,Gut,3
1042,nicht klassifiziert,2018-06-12 00:00:00,66,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1315,Auto,Gut,6
1043,Bundesstrasse,2011-10-07 00:00:00,19,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1515,Auto,Gut (starker Wind),10
1044,nicht klassifiziert,2018-05-24 00:00:00,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,1630,Auto,Gut (starker Wind),5
1045,nicht klassifiziert,2018-04-10 00:00:00,58,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1110,Bus,Gut,4
1046,Autobahn,2018-11-27 00:00:00,23,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,509,Auto,Gut,11
1047,Bundesstrasse,2018-08-26 00:00:00,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1107,Auto,Gut,8
1048,Landesstrasse,2018-04-14 00:00:00,18,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,3,trocken,männlich,1106,Auto,Gut,4
1049,Bundesstrasse,2018-07-24 00:00:00,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1154,Auto,Gut,7
1050,Kraftfahrzeugstrasse,2018-01-07 00:00:00,61,Passagier,1,Dunkelheit: keine Strassenbeleuchtung,3,2,nass / feucht,männlich,240,LKW ab 7.5t,Gut (starker Wind),1
1051,nicht klassifiziert,2010-10-15 00:00:00,48,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,1710,Mottorrad (500cc),Regen,10
1052,Bundesstrasse,2018-04-10 00:00:00,26,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1720,Auto,Gut,4
1053,Bundesstrasse,2018-11-03 00:00:00,28,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,2200,Auto,Gut,11
1054,nicht klassifiziert,2018-11-28 00:00:00,58,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2130,Auto,Gut,11
1055,Bundesstrasse,2018-03-09 00:00:00,31,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,weiblich,1910,Auto,Gut,3
1056,Kraftfahrzeugstrasse,2011-10-08 00:00:00,69,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,nass / feucht,weiblich,1235,Auto,Regen,10
1057,nicht klassifiziert,2018-02-18 00:00:00,17,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,1,trocken,weiblich,2350,Auto,Gut,2
1058,nicht klassifiziert,2018-09-26 00:00:00,38,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,2,trocken,männlich,227,Auto,Gut,9
1059,Landesstrasse,2018-06-01 00:00:00,80,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1107,Auto,Regen,6
1060,nicht klassifiziert,2018-06-28 00:00:00,37,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1520,Auto,Gut,6
1061,nicht klassifiziert,2018-07-08 00:00:00,43,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,weiblich,1735,Auto,Gut,7
1062,nicht klassifiziert,2018-07-09 00:00:00,80,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1034,Bus,Gut,7
1063,Bundesstrasse,2009-12-06 00:00:00,36,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,230,Taxi,Unbekannt,12
1064,nicht klassifiziert,2018-06-19 00:00:00,58,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1640,Auto,Gut,6
1065,Bundesstrasse,2018-06-14 00:00:00,50,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1250,Mottorrad (500cc),Gut,6
1066,Autobahn,2018-02-11 00:00:00,44,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,Frost / Eis,männlich,509,Auto,Andere,2
1067,Bundesstrasse,2018-03-21 00:00:00,53,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,3,trocken,weiblich,2004,Auto,Gut,3
1068,Bundesstrasse,2018-12-22 00:00:00,5,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1550,Bus,Gut (starker Wind),12
1069,nicht klassifiziert,2018-02-08 00:00:00,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1610,Auto,Regen,2
1070,Kraftfahrzeugstrasse,2012-12-14 00:00:00,36,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,nass / feucht,männlich,645,Auto,Gut,12
1071,nicht klassifiziert,2018-04-28 00:00:00,63,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1905,Auto,Gut,4
1072,Bundesstrasse,2009-12-12 00:00:00,51,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,nass / feucht,weiblich,1826,Auto,Gut,12
1073,nicht klassifiziert,2018-06-20 00:00:00,31,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1755,Auto,Gut,6
1074,nicht klassifiziert,2018-01-11 00:00:00,18,Passagier,1,Dunkelheit: keine Strassenbeleuchtung,2,2,nass / feucht,männlich,1840,Auto,Gut,1
1075,nicht klassifiziert,2018-02-04 00:00:00,22,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,nass / feucht,weiblich,1825,Auto,Nebel,2
1076,nicht klassifiziert,2010-05-24 00:00:00,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,805,Fahrrad,Gut,5
1077,Bundesstrasse,2018-02-01 00:00:00,46,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1840,Fahrrad,Gut,2
1078,Bundesstrasse,2018-11-13 00:00:00,59,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,1354,Auto,Gut,11
1079,nicht klassifiziert,2011-12-07 00:00:00,19,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,männlich,1545,Auto,Regen (starker Wind),12
1080,Bundesstrasse,2018-08-10 00:00:00,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1235,Mottorrad (50cc),Regen,8
1081,Autobahn,2011-03-28 00:00:00,55,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,trocken,weiblich,2050,Auto,Gut,3
1082,nicht klassifiziert,2018-07-08 00:00:00,37,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1355,Auto,Gut,7
1083,Bundesstrasse,2010-03-03 00:00:00,22,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,weiblich,839,Auto,Gut,3
1084,Landesstrasse,2018-06-25 00:00:00,14,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,755,Fahrrad,Gut,6
1085,nicht klassifiziert,2018-06-25 00:00:00,5,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1540,Bus,Gut,6
1086,Bundesstrasse,2010-05-22 00:00:00,49,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1304,Auto,Gut,5
1087,nicht klassifiziert,2018-04-14 00:00:00,6,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,1749,Auto,Gut,4
1088,Bundesstrasse,2018-10-04 00:00:00,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,908,Fahrrad,Regen,10
1089,Bundesstrasse,2018-11-05 00:00:00,81,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,3,nass / feucht,männlich,1230,Auto,Gut,11
1090,Bundesstrasse,2018-11-03 00:00:00,30,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,1,nass / feucht,männlich,2215,Auto,Regen,11
1091,nicht klassifiziert,2018-01-19 00:00:00,42,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1350,Auto,Gut,1
1092,nicht klassifiziert,2018-12-15 00:00:00,41,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1700,Auto,Gut,12
1093,Landesstrasse,2018-11-05 00:00:00,11,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,800,Auto,Gut,11
1094,Bundesstrasse,2009-03-09 00:00:00,81,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1425,Bus,Gut,3
1095,nicht klassifiziert,2018-08-22 00:00:00,18,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,weiblich,1539,Auto,Gut,8
1096,Landesstrasse,2018-01-07 00:00:00,24,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,1610,Auto,Gut,1
1097,Bundesstrasse,2018-02-18 00:00:00,26,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,46,Auto,Gut,2
1098,nicht klassifiziert,2009-05-25 00:00:00,16,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,15,Mottorrad,Gut,5
1099,Bundesstrasse,2018-02-25 00:00:00,51,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,525,Auto,Gut,2
1100,Bundesstrasse,2018-01-05 00:00:00,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,6,trocken,weiblich,735,Auto,Gut,1
1101,Bundesstrasse,2018-08-03 00:00:00,25,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1755,Auto,Gut,8
1102,nicht klassifiziert,2018-02-11 00:00:00,49,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,Frost / Eis,männlich,630,Auto,Gut,2
1103,nicht klassifiziert,2018-05-26 00:00:00,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1629,Auto,Gut,5
1104,Autobahn,2009-10-30 00:00:00,25,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1505,Auto,Gut,10
1105,Autobahn,2018-08-09 00:00:00,39,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1640,Auto,Gut,8
1106,Bundesstrasse,2018-07-12 00:00:00,88,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1128,Auto,Gut,7
1107,nicht klassifiziert,2010-03-07 00:00:00,5,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1705,Auto,Gut,3
1108,nicht klassifiziert,2012-05-29 00:00:00,44,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1830,Fahrrad,Gut,5
1109,nicht klassifiziert,2012-10-27 00:00:00,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,915,Auto,Gut,10
1110,nicht klassifiziert,2018-01-01 00:00:00,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,weiblich,220,Auto,Gut,1
1111,Bundesstrasse,2009-10-21 00:00:00,17,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,1,trocken,weiblich,2200,Auto,Gut,10
1112,Autobahn,2018-12-26 00:00:00,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,745,Auto,Gut,12
1113,nicht klassifiziert,2018-03-14 00:00:00,71,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1020,Auto,Gut,3
1114,nicht klassifiziert,2018-11-20 00:00:00,24,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,1,trocken,weiblich,1854,Auto,Gut,11
1115,nicht klassifiziert,2018-07-21 00:00:00,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,900,Auto,Gut,7
1116,nicht klassifiziert,2018-09-19 00:00:00,21,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,7,2,nass / feucht,männlich,245,Auto,Gut,9
1117,nicht klassifiziert,2018-12-13 00:00:00,40,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,125,Auto,Andere,12
1118,Bundesstrasse,2018-04-12 00:00:00,2,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,3,trocken,weiblich,1745,Auto,Gut,4
1119,Landesstrasse,2018-08-27 00:00:00,21,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1255,Auto,Gut,8
1120,nicht klassifiziert,2018-02-02 00:00:00,64,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,720,Mottorrad (50cc),Gut,2
1121,nicht klassifiziert,2018-01-27 00:00:00,39,Fahrer,2,Dunkelheit: keine Strassenbeleuchtung,4,3,trocken,männlich,1755,Auto,Gut,1
1122,Bundesstrasse,2018-02-08 00:00:00,25,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,1,Frost / Eis,männlich,130,Auto,Gut,2
1123,Autobahn,2018-06-20 00:00:00,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1000,Auto,Gut,6
1124,nicht klassifiziert,2018-11-09 00:00:00,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1400,Fahrrad,Gut,11
1125,nicht klassifiziert,2018-06-14 00:00:00,5,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1620,Auto,Gut,6
1126,nicht klassifiziert,2018-08-01 00:00:00,36,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,3,trocken,männlich,222,Taxi,Gut,8
1127,Bundesstrasse,2018-07-14 00:00:00,21,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1845,Fahrrad,Gut,7
1128,nicht klassifiziert,2012-03-11 00:00:00,27,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,1,trocken,männlich,110,Auto,Gut,3
1129,nicht klassifiziert,2018-09-18 00:00:00,35,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,215,Taxi,Gut,9
1130,nicht klassifiziert,2018-07-19 00:00:00,17,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,1,trocken,männlich,1435,Auto,Gut,7
1131,Autobahn,2018-09-04 00:00:00,22,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,1,1,trocken,weiblich,2045,Auto,Gut,9
1132,nicht klassifiziert,2018-06-12 00:00:00,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,2055,Transporter,Regen,6
1133,nicht klassifiziert,2018-12-13 00:00:00,31,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,1,nass / feucht,weiblich,1640,Bus,Gut,12
1134,Bundesstrasse,2018-08-15 00:00:00,39,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,655,Mottorrad (500cc),Gut,8
1135,Bundesstrasse,2018-06-08 00:00:00,42,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,1600,Auto,Gut,6
1136,nicht klassifiziert,2018-03-12 00:00:00,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,720,Fahrrad,Gut,3
1137,Bundesstrasse,2018-04-16 00:00:00,78,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,10,3,trocken,männlich,1505,Auto,Gut,4
1138,Bundesstrasse,2018-04-02 00:00:00,24,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,1,trocken,weiblich,310,Auto,Gut,4
1139,nicht klassifiziert,2012-05-04 00:00:00,37,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2235,Taxi,Gut,5
1140,Bundesstrasse,2018-06-20 00:00:00,16,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1540,Mottorrad,Gut,6
1141,Bundesstrasse,2018-07-05 00:00:00,12,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,840,Auto,Regen,7
1142,Bundesstrasse,2018-01-11 00:00:00,13,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1335,Auto,Gut,1
